,Close,Date,Comp,Score
0,9.165979385375977,2004-02-11,SU,0.9537270483805632
1,6.53616189956665,2004-02-11,GGG,0.9527531038554632
2,,2004-02-11,WGR,0.9476341407860532
3,9.002887725830078,2004-02-11,CWT,0.9341805987997436
4,6.879495620727539,2004-02-11,BLL,0.9228617858037828
5,31.821809768676758,2004-02-11,APA,0.9121169589405737
6,,2004-02-11,JW.B,0.9063330261126548
7,10.405620574951172,2004-02-11,MATX,0.8669457111769054
8,6.44891881942749,2004-02-11,ROST,0.8647885710921392
9,36.42938232421875,2004-02-11,AXL,0.8614778885262705
10,7.19701623916626,2004-02-11,BRO,0.8601050987037795
11,17.577390670776367,2004-02-11,GFF,0.8537495640761625
12,24.729427337646484,2004-02-11,HUBB,0.8500253453969924
13,7.881321430206299,2004-02-11,HTLD,0.841196180134259
14,,2004-02-11,BCR,0.8404793168883826
15,6.95413064956665,2004-02-11,HGTXU,0.8347751273365439
16,9.146204948425293,2004-02-11,SHW,0.8323032821503219
17,44.81999969482422,2004-02-11,FRK,0.8287465667213327
18,14.02863883972168,2004-02-11,SM,0.8273696884117278
19,23.75,2004-02-11,KSWS,0.8266173241722224
20,92.58609008789062,2004-02-11,CRK,0.8229617954103624
21,,2004-02-11,PVAHQ,0.8151989044623633
22,,2004-02-11,MHM.XX1,0.8085446457582315
23,39.923038482666016,2004-02-11,COKE,0.8067271083336184
24,11.330449104309082,2004-02-11,JBHT,0.8052300772814623
25,20.46493911743164,2004-02-11,DLX,0.7991904408974928
26,4.772748947143555,2004-02-11,TTC,0.7978637558991294
27,13.61888599395752,2004-02-11,PCAR,0.7952581707718037
28,8.632566452026367,2004-02-11,SSP,0.7913582625822781
29,,2004-02-11,SSNC.XX1,0.7842328932855634
30,14.257308959960938,2004-02-11,LII,0.7816603376228503
31,,2004-02-11,EVER.XX1,0.7792149704354124
32,12.000667572021484,2004-02-11,MGEE,0.7772905374100227
33,123.42826080322266,2004-02-11,CAA,0.77381089902996
34,,2004-02-11,BRL.XX1,0.7732289363530367
35,,2004-02-11,CHKAQ,0.7710426261649299
36,7.260843276977539,2004-02-11,NJR,0.7683259677237528
37,,2004-02-11,GISX,0.7641286767872028
38,14.909168243408203,2004-02-11,SR,0.76089849188817
39,,2004-02-11,RCI.XX11,0.757159066995856
40,3.9724478721618652,2004-02-11,AOS,0.7531756113532556
41,8.613750457763672,2004-02-11,ESRX,0.751687881316717
42,19.105819702148438,2004-02-11,SSD,0.7488845632819424
43,21.464927673339844,2004-02-11,ESE,0.7477271791951464
44,,2004-02-11,RESP.XX1,0.7445707201120233
45,5.273076057434082,2004-02-11,SJT,0.7389449943508569
46,18.502769470214844,2004-02-11,MSA,0.7374661696234709
47,6.93899393081665,2004-02-11,MIDD,0.7374591122869543
48,,2004-02-11,OCR,0.7321780715146669
49,8.137518882751465,2004-02-11,AWR,0.7254995343286235
50,,2004-02-11,ANH,0.7239148084111183
51,25.21302604675293,2004-02-11,IFF,0.7231315002817417
52,,2004-02-11,MTSC,0.7215546148506853
53,8.11918830871582,2004-02-11,NL,0.7094193210644568
54,17.812915802001953,2004-02-11,DHI,0.7088288811255016
55,32.13077163696289,2004-02-11,CRAI,0.7071757346511817
56,,2004-02-11,STK.XX1,0.7047244244079338
57,18.78585433959961,2004-02-11,BYD,0.6888162929660583
58,9.776725769042969,2004-02-11,FCFS,0.6869237833916004
59,2.6387500762939453,2004-02-11,SWN,0.6860015978759929
60,8.616451263427734,2004-02-11,KNX,0.6797288311179227
61,11.030946731567383,2004-02-11,CHH,0.6791795594466459
62,,2004-02-11,STR,0.6790078996132229
63,13.590041160583496,2004-02-11,ATO,0.6724104500118582
64,,2004-02-11,WLP.XX9,0.6715850236307508
65,21.00879669189453,2004-02-11,AEE,0.670126898242303
66,2.4523489475250244,2004-02-11,ARLP,0.6696209419838026
67,37.48961639404297,2004-02-11,SYK,0.6686066839329452
68,,2004-02-11,MNIQQ,0.6659448482159874
69,37.79600143432617,2004-02-11,JOE,0.6656635419496006
70,,2004-02-11,SIAL,0.6630451904316292
71,,2004-02-11,GYMB,0.6587854180542119
72,34.71500015258789,2004-02-11,MTH,0.6573686126467891
73,,2004-02-11,DFODQ,0.657215959524003
74,,2004-02-11,IGT.XX1,0.6569060515327302
75,,2004-02-11,ZQKSQ,0.649291291749193
76,,2004-02-11,EC.XX9,0.6483757868340558
77,,2004-02-11,NEWCQ,0.6476731286710705
78,,2004-02-11,STCI.XX10,0.6463725248397265
79,,2004-02-11,APPB.XX1,0.6452216739390431
80,6.528430461883545,2004-02-25,GGG,0.9532497662107408
81,,2004-02-25,WGR,0.9484397600122664
82,8.734761238098145,2004-02-25,SU,0.9405023741403996
83,8.996772766113281,2004-02-25,CWT,0.9348702684442802
84,6.8359375,2004-02-25,BLL,0.9218954040196708
85,31.965604782104492,2004-02-25,APA,0.9073344078111044
86,6.713103294372559,2004-02-25,ROST,0.890755467170076
87,10.29723834991455,2004-02-25,MATX,0.8682156567292828
88,33.38189697265625,2004-02-25,AXL,0.8639378167790455
89,7.3673601150512695,2004-02-25,BRO,0.8538386052585076
90,24.72323226928711,2004-02-25,HUBB,0.8433408361120861
91,43.619998931884766,2004-02-25,FRK,0.8417172436169652
92,,2004-02-25,BCR,0.8384209662109212
93,17.130239486694336,2004-02-25,GFF,0.8382739459731676
94,24.280000686645508,2004-02-25,KSWS,0.8315340800485248
95,14.234736442565918,2004-02-25,SM,0.8281932931509846
96,,2004-02-25,MHM.XX1,0.8233322072024242
97,10.824593544006348,2004-02-25,JBHT,0.8203713349824084
98,90.1272201538086,2004-02-25,CRK,0.8147350371465026
99,7.072230815887451,2004-02-25,HGTXU,0.8114052373190479
100,41.30518341064453,2004-02-25,COKE,0.8088111708163803
101,5.385358810424805,2004-02-25,TTC,0.8020746799967278
102,7.652776718139648,2004-02-25,HTLD,0.8016915966820415
103,,2004-02-25,PVAHQ,0.7980834411867256
104,,2004-02-25,EVER.XX1,0.7947881267622425
105,8.601334571838379,2004-02-25,SSP,0.7923215483324089
106,11.77304458618164,2004-02-25,MGEE,0.791681730775005
107,20.093791961669922,2004-02-25,DLX,0.7902965612324697
