,Comp,Date,Close,month_ROR,qtr_ROR,year_ROR,Score,Oil,EUR,JPY
3185,GHC,2004-07-28,393.7819519042969,-0.0722975210446606,-0.0804438506200983,,0.7276825847894668,39.53,0.83,111.68
3186,DBI,2011-09-07,16.886550903320312,-0.159504476140233,-0.0459024577927578,0.6501624553004325,0.7033263747189265,115.8,0.71,77.35
3187,DBI,2011-09-21,16.97222328186035,0.142093631907681,-0.001457794981988,0.5598529561501417,0.7605591267935103,110.36,0.74,76.63
3188,DBI,2011-10-05,18.32637023925781,0.0402213553319341,-0.0320183566159887,0.5221677834618614,0.7495977622771656,102.73,0.75,76.79
3189,DBI,2011-10-19,19.20770072937012,0.1205760264238772,-0.0159303224583257,0.5211228591566727,0.7545629553518391,108.39,0.73,76.84
3190,DBI,2012-11-07,24.41643714904785,-0.0289260933133468,0.091266089526651,0.2281800432121309,0.7929941823073132,106.82,0.78,80.0
3191,DBI,2012-11-21,26.49057579040528,-0.0829221567811118,0.0586473414988101,0.2959724429433267,0.7869687023473929,110.86,0.78,82.53
3192,DBI,2012-12-05,26.644359588623047,0.0804304454851464,0.0913888196294358,0.4507883156231948,0.7483392424555589,108.81,0.77,82.47
3193,DBI,2012-12-19,26.167219161987305,0.0672011974970468,0.0306013005085427,0.3916972746688079,0.7561958290132054,110.36,0.76,84.41
3194,DBI,2013-01-02,26.230669021606445,-0.0558244918331021,0.0109055373926272,0.4106709584387572,0.7223236427079494,112.47,0.76,87.34
3195,DBI,2013-01-16,26.738231658935547,0.0113582496927792,0.0059121775459356,0.4047447356233906,0.719005111609942,110.61,0.75,88.39
3196,DBI,2013-01-30,26.32583808898925,0.0471294694475281,0.0950871236514539,0.3606467360675113,0.7264938455501246,114.9,0.74,91.08
3197,DBI,2013-02-13,26.90873908996582,0.0375246166580562,0.1130290268875929,0.3275698744358765,0.7047024153185144,118.72,0.74,93.39
3198,DBI,2013-02-27,26.57962417602539,-0.0205327163751438,-0.007830381035309,0.2602760409850692,0.7007256054602481,111.87,0.76,92.23
3199,DBI,2013-03-13,27.09908103942871,0.0027588390103635,0.0419057649548963,0.2585082113711827,0.724560298456618,108.52,0.77,96.11
3200,DBI,2013-03-27,25.25916290283203,-0.0406248002906919,-0.0127131988904199,0.1891044089298103,0.7468300786949904,109.69,0.78,94.44
3201,DBI,2013-09-11,33.739013671875,0.0670108497057911,0.147449837708293,0.319532804969726,0.8695407171721483,111.5,0.75,99.88
3202,DBI,2013-09-25,33.7408332824707,0.0613630120500266,0.1524860742993636,0.3022883811783406,0.8798196366360552,108.32,0.74,98.44
3203,DBI,2013-10-09,33.7647705078125,-0.0047087842203685,0.0994861572148199,0.2740823398611213,0.8199915967287745,109.06,0.74,97.34
3204,DBI,2013-10-23,32.567588806152344,-0.0316585056642474,0.0501746986530023,0.2517358563702171,0.8427619495529758,107.8,0.73,97.38
3205,DBI,2013-11-06,35.35704803466797,0.025238824167402,0.1299856158408798,0.355742513629337,0.8068148002732226,105.24,0.74,98.66
3206,DBI,2013-11-20,36.81762313842773,0.1100228455866998,0.1421955881318183,0.4137168376141765,0.8045266212650799,108.06,0.74,100.03
3207,DBI,2013-12-04,35.3969612121582,0.0212742168929654,0.0368720018654715,0.2748101241058082,0.8004973435726374,111.88,0.74,102.36
3208,EXPO,2007-04-18,4.656340599060059,0.0886545264542659,0.0830648989524055,0.2708722579844295,0.7616123728767823,66.04,0.73,118.59
3209,EXPO,2007-05-02,4.924282550811768,0.0861279899612831,0.1552647112170096,0.2909977008393188,0.760490628744987,66.25,0.74,120.17
3210,EXPO,2007-05-16,4.768921375274658,0.0477038616832936,0.1855786996573711,0.2994822199341778,0.7713471872813931,68.01,0.74,120.78
3211,EXPO,2007-08-15,5.50970458984375,-0.0121730044703537,0.0811092823265375,0.4107857316786846,0.6842091544123474,71.64,0.74,116.5
3212,EXPO,2007-08-29,5.678574562072754,0.0320273129000885,0.107805971491951,0.5008099333144305,0.6849157690189459,72.13,0.73,116.19
3213,EXPO,2007-09-12,5.687581062316895,0.0477927436745926,0.0941983002785996,0.4605138397740809,0.6691767517180811,77.68,0.72,114.15
3214,EXPO,2007-09-26,5.9104905128479,0.0642641837214972,0.1537937360007349,0.4482642818000178,0.6676267709564901,77.43,0.71,115.47
3215,EXPO,2007-11-07,6.453129291534424,0.139331296015942,0.2219362330137992,0.4951847871017166,0.7683824653770372,93.24,0.68,112.83
3216,EXPO,2007-11-21,6.239226818084717,0.0303188430499356,0.1316006035012352,0.4466647570011333,0.7638736866473369,94.84,0.67,108.31
3217,EXPO,2007-12-05,6.273000717163086,-0.0638751162901431,0.1232794122745773,0.4539771445611207,0.7770399925440085,88.49,0.68,110.94
3218,EXPO,2007-12-19,6.2955169677734375,-0.0106697594282118,0.0716595892235993,0.4081235423044415,0.8046001784598686,91.48,0.7,113.41
3219,EXPO,2008-01-02,5.955523490905762,0.0002522395559792,0.0683159540708773,0.3809606382556665,0.6945491096001326,97.84,0.68,109.59
3220,EXPO,2008-01-16,6.173930168151856,-0.0115544060793714,0.0352204159374279,0.3703226644413697,0.688557274121692,89.75,0.68,107.47
3221,EXPO,2008-01-30,6.230220794677734,0.0090588027684296,-0.0348128267179065,0.3965526895106673,0.6870435532844275,92.53,0.67,106.46
3222,EXPO,2008-02-13,6.923717498779297,0.0979508871415542,0.0618154172006555,0.5407603946741848,0.6862692394554725,93.32,0.69,108.32
3223,EXPO,2008-02-27,6.633259296417236,0.071478529876792,0.0703931866356553,0.4727344364790172,0.701556852670633,98.27,0.66,106.41
3224,EXPO,2008-03-12,7.333510398864746,0.0250527332818009,0.1136274982283762,0.5134302996160007,0.7394568535985232,106.27,0.64,101.55
3225,EXPO,2008-03-26,7.885158538818359,0.0902756694817896,0.1495809729888648,0.5162471358214845,0.7526555566438838,103.99,0.63,98.98
3226,EXPO,2008-04-09,7.720792770385742,0.1000857062983062,0.235661522497982,0.5285363120551396,0.7681335476050306,108.47,0.63,101.79
3227,EXPO,2008-04-23,8.060781478881836,0.1127011559611013,0.2585966251002403,0.5354913050360707,0.7500074175429007,116.46,0.63,103.36
3228,EXPO,2008-08-13,7.216427803039551,0.0154692301190692,-0.0233248966440604,0.2749179498451179,0.8342020833477407,113.47,0.67,109.5
3229,EXPO,2008-08-27,6.689548969268799,-0.0764426603742376,-0.0649895434234061,0.170265486390605,0.8182679153375242,116.22,0.68,109.56
3230,EXPO,2008-09-10,7.0880866050720215,-0.032860546383979,-0.0820169779756545,0.2029378747856127,0.8421358739502764,98.97,0.72,107.39
3231,EXPO,2008-09-24,7.180400371551514,0.1050925259099284,0.01217461290694,0.222916698335034,0.8320282014490941,102.45,0.68,106.08
3232,EXPO,2008-10-08,6.446375370025635,-0.0260710766513141,-0.0202507601029389,0.1618094828171214,0.8266140984903675,84.36,0.73,99.82
3233,EXPO,2008-10-22,5.955523490905762,-0.1902831906567672,-0.1573954448156109,0.0063615710305951,0.8885169303029791,64.52,0.78,97.74
3234,EXPO,2008-11-05,6.176181316375732,-0.1408380838722511,-0.0913220928102777,-0.0707259330107866,0.7174429021241306,61.87,0.77,98.19
3235,EXPO,2008-11-19,5.867709636688232,0.0169064818648159,-0.1227826414822181,-0.0097610609008968,0.6863682246640251,51.72,0.8,95.98
3236,EXPO,2008-12-03,6.651272296905518,0.099832530383094,0.0042124706139349,0.088561627137747,0.5998527618865341,45.44,0.79,93.15
3237,EXPO,2008-12-17,6.394587993621826,0.0557825143460151,-0.1255129919705277,0.0545102980259158,0.6683792272714241,45.53,0.69,87.3
3238,EXPO,2008-12-31,6.772860050201416,-0.0372756071691403,-0.1180966013540004,0.0308402807390301,0.6076391955620226,45.59,0.72,90.95
3239,EXPO,2009-01-14,5.72135591506958,-0.1057975841513293,-0.0195758370733008,-0.0014635286560861,0.6272934766787291,45.08,0.76,89.16
3240,EXPO,2009-01-28,5.87446403503418,-0.1086326652949396,0.0055003057878664,-0.1010160413828921,0.6037108590515564,44.9,0.76,90.5
3241,EXPO,2009-03-11,5.257522106170654,-0.0313547028322655,-0.240197458920332,-0.2654433519337817,0.4855927029429199,41.4,0.78,97.26
3242,EXPO,2009-03-25,6.009563446044922,0.2254154424007492,-0.0787313995284598,-0.2231356278284617,0.4976166708593898,51.75,0.74,97.78
3243,EXPO,2011-11-16,10.58484172821045,0.0653443196305858,0.1791788116498259,0.3202727695112634,0.707484569942949,111.88,0.74,77.07
3244,EXPO,2011-11-30,10.668153762817385,-0.0484498531608497,0.107824735285097,0.2748174565092924,0.6629561195111235,110.52,0.74,77.6
3245,EXPO,2011-12-14,9.920618057250977,-0.0336175717755018,0.1108910858536892,0.1663452314624746,0.6536107495593266,105.02,0.77,78.12
3246,EXPO,2012-07-18,12.005613327026367,0.0825796408212694,0.1085051673704137,0.1788034779854421,0.6853092888100454,105.16,0.81,78.81
3247,EXPO,2012-08-15,11.341384887695312,-0.0400578509318774,0.0889084717180065,0.2641927406370554,0.8008732155983598,116.25,0.81,79.0
3248,EXPO,2012-08-29,11.721911430358888,-0.028365847671827,0.0892451638553078,0.2644557579481,0.8049861929531665,112.54,0.8,78.7
3249,EXPO,2012-09-12,12.127202987670898,0.0429555912496758,0.1097896041185006,0.270349627143062,0.8085660268521395,115.96,0.78,77.85
3250,EXPO,2012-09-26,12.649578094482422,0.0845748069114085,0.1091202164206563,0.3101432048412371,0.7966047484428687,110.04,0.78,77.75
3251,EXPO,2013-01-02,12.813944816589355,0.0126991595061671,-0.0442242677108504,0.1301714231951329,0.6782288277064882,112.47,0.76,87.34
3252,EXPO,2013-01-16,12.293819427490234,0.0359272658847432,-0.0137115156159804,0.1415264386991083,0.688699818683366,110.61,0.75,88.39
3253,EXPO,2013-01-30,12.347860336303713,0.0302665534785799,0.0120581344175227,0.1371015695351568,0.6945613312619406,114.9,0.74,91.08
3254,EXPO,2013-02-13,11.251319885253906,-0.1238170228405737,-0.0527722121239965,-0.0094401021237812,0.7077672649435811,118.72,0.74,93.39
3255,EXPO,2013-02-27,11.390924453735352,-0.0808057118964736,-0.0156594701854919,0.0820510986064903,0.7136326758876063,111.87,0.76,92.23
3256,EXPO,2013-03-13,11.828487396240234,0.053272916272004,-0.0081892726965967,0.1021110758445449,0.8229066668695464,108.52,0.77,96.11
3257,EXPO,2013-03-27,12.250771522521973,0.0568751428100251,0.0144085303970108,0.1034212746752816,0.8308806420194045,109.69,0.78,94.44
3258,EXPO,2014-10-08,16.801284790039062,-0.0351365779576597,-0.0392356889904502,0.0392089149640864,0.8616046320627838,91.38,0.79,108.08
3259,EXPO,2014-10-22,17.042484283447266,-0.0047666793604707,0.0152146462352885,-0.0036794279933413,0.856507081754588,84.71,0.79,107.14
3260,EXPO,2014-11-05,18.18876075744629,0.0927706023423805,0.0916946871089607,0.0506044079065611,0.9069583630331416,82.95,0.8,114.64
3261,EXPO,2014-11-19,17.892431259155273,0.086545617918488,0.0852768971252932,0.0766977513892711,0.8880208356689347,78.1,0.8,117.98
3262,EXPO,2014-12-03,18.102066040039062,-0.0179115300437411,0.0560151973324508,0.0270704974843564,0.8873872699024256,69.92,0.81,119.8
3263,EXPO,2014-12-17,18.81647109985352,-0.0053086374130577,0.0540549666655857,0.0570606669264501,0.9050081442106914,61.18,0.81,118.66
3264,EXPO,2014-12-31,19.01235580444336,0.0569064110556177,0.1443513372941958,0.0640654560190325,0.8413072384312821,57.33,0.83,119.69
3265,EXPO,2015-01-14,18.892520904541016,0.0351945229438769,0.1224145489410553,0.0900742973579659,0.8478560081705744,48.69,0.85,117.33
3266,EXPO,2015-01-28,18.69894218444824,0.0006938936499982,0.0830239767233021,0.0993941537648619,0.8350403490478474,48.47,0.89,117.55
3267,EXPO,2015-02-11,20.18996238708496,0.1118575770184264,0.1013588793082254,0.2404431655253678,0.84813269833235,54.66,0.88,120.47
3268,EXPO,2015-02-25,20.03786849975586,0.0736159510844108,0.1262480659613996,0.2206599083843034,0.8397955253021098,61.63,0.88,118.86
3269,EXPO,2015-03-11,19.98215103149414,-0.0173547596157281,0.0966217975527847,0.1472286382712057,0.8439328934829213,57.54,0.95,121.45
3270,EXPO,2015-03-25,20.278148651123047,0.0054638366869501,0.0759999801989256,0.1791727449812958,0.8610364038513794,56.48,0.91,119.5
3271,EXPO,2015-08-12,20.319034576416016,-0.0455257023162082,0.0078965489681847,0.2068383276687377,0.6966670011002151,49.66,0.9,124.21
3272,EXPO,2015-08-26,19.5346736907959,-0.0589580485254911,-0.0058838531346912,0.1585966333142641,0.7220307731425271,43.14,0.88,119.92
3273,EXPO,2015-09-09,20.00521278381348,-0.036754773165495,0.0059752282738446,0.1485228868963282,0.7501263324210231,47.58,0.89,120.51
3274,EXPO,2015-09-23,20.23809814453125,0.0020379632582954,0.0032466463122571,0.1790886958565662,0.7457100692709238,47.75,0.89,120.3
3275,EXPO,2019-02-27,54.47747802734375,0.12085495324242,0.107855293982481,0.39353735501983,0.5773733217396286,66.39,0.88,111.0
3276,EXPO,2019-03-13,55.37362289428711,0.0748089448822234,0.1349464075269727,0.3691159641619665,0.5845392565633865,67.55,0.88,111.17
3277,EXPO,2019-03-27,55.88923263549805,0.011857425718141,0.1743548717518761,0.3853161688309696,0.577960576368847,67.83,0.89,110.52
3278,FCXXF,2018-07-18,12.572909355163574,-0.0376001836054616,-0.0205635480477148,0.0719188649556775,0.8891045697666985,72.9,0.86,112.86
3279,CBYDF,2016-02-10,10.534137725830078,-0.0449329408333179,-0.1203844525439877,-0.2870268893279283,0.5731370155728669,30.84,0.89,113.34
3280,CBYDF,2016-02-24,10.68822956085205,0.0511732651564654,-0.1389284391528449,-0.2762281200645677,0.603464751161207,34.41,0.91,112.19
3281,CBYDF,2016-05-18,12.10264492034912,0.0260570428745366,0.1451799322587279,-0.1647107835526358,0.6083747627771824,48.93,0.89,110.19
3282,CBYDF,2016-07-13,12.97410011291504,0.0327763042944318,0.1128651425507805,-0.021997295012685,0.6107873638565541,46.26,0.9,104.5
3283,CBYDF,2016-08-10,13.378207206726074,0.0167898831746651,0.0751543093047641,0.1123977805182742,0.5987002544406739,44.05,0.89,101.28
3284,CBYDF,2016-08-24,13.270607948303224,0.0225965898452867,0.0921276438583721,0.1658924403044194,0.6013752876246174,49.05,0.89,100.44
3285,CBYDF,2016-09-21,13.704654693603516,0.023948093427847,0.0656462934978378,0.190125414565105,0.6453752979092102,46.83,0.89,100.31
3286,CBYDF,2016-10-05,14.365941047668455,0.0022105757339945,0.0940965904679254,0.2315336158433811,0.6277276820842276,51.86,0.89,103.5
3287,CBYDF,2016-10-19,14.365941047668455,0.0501151560978878,0.1019051288558098,0.23368349477376,0.6275420978792755,52.67,0.91,103.44
3288,CBYDF,2016-11-02,14.901264190673828,0.0754464531847357,0.1772347210937077,0.2508904191422867,0.6100708612171551,46.86,0.9,103.31
3289,CBYDF,2017-02-08,14.67282009124756,0.0812209662093151,-0.0154492454250189,0.3402057146110083,0.6466713912391757,55.12,0.93,111.94
3290,CBYDF,2017-02-22,14.566213607788086,0.0267151715872035,-0.0206245081298648,0.3165531056556463,0.6527651977052323,55.84,0.95,113.3
3291,CBYDF,2017-03-08,13.959431648254396,-0.0416268642540409,0.0461430045916282,0.2527363015697503,0.631123366114185,53.11,0.95,114.35
3292,CBYDF,2017-03-22,13.90457534790039,-0.0390361735810798,0.0217985459022021,0.2003979694318304,0.6391739623286345,50.64,0.93,111.16
3293,CBYDF,2018-04-04,13.52500820159912,-0.0781864192447827,-0.0918150271999942,-0.0291331092194367,0.7456379778813579,68.02,0.81,106.78
3294,CBYDF,2018-04-18,13.128517150878906,0.0,-0.0977657642311396,-0.054216820058102,0.6442997745160833,73.48,0.81,107.23
3295,MMM,2008-02-27,53.89043045043945,0.0705103645563381,-0.0116808870680932,0.0771810068263539,0.6275665998368236,98.27,0.66,106.41
3296,MMM,2014-02-26,104.5263671875,-0.0060900712622115,0.0174712298578833,0.2716691889565091,0.7995169517169535,109.52,0.73,102.38
3297,MMM,2014-03-12,104.29826354980467,0.034596162200534,0.0529666397418049,0.2629956120954481,0.8061347981659901,108.02,0.72,102.77
3298,MMM,2014-03-26,104.70734405517578,0.0058798603332222,-0.0291635817456678,0.2535666776554098,0.8113892009833046,107.03,0.73,102.05
3299,MMM,2014-04-09,106.87088775634766,0.0183789807171076,-0.0082363749063072,0.2704453222531834,0.800620273563208,107.98,0.72,101.98
3300,MMM,2014-04-23,108.5623779296875,0.0404675410158526,0.0158153676509332,0.2834126002685914,0.8073366260602883,109.11,0.72,102.54
3301,MMM,2014-07-02,114.95932006835938,0.0136172837513192,0.0730657808378041,0.3005473203839596,0.7956258226248756,111.24,0.73,101.79
3302,MMM,2014-11-19,127.1530990600586,0.1626817962295208,0.1139240768761839,0.2292637559337443,0.8278198653981401,78.1,0.8,117.98
3303,MMM,2014-12-03,129.89901733398438,0.0627840365130361,0.1115680110354889,0.2433544029408557,0.8297371322547447,69.92,0.81,119.8
3304,MMM,2014-12-17,128.57008361816406,0.0115978382860488,0.0970842230955041,0.2399242606610828,0.8261575891298845,61.18,0.81,118.66
3305,MMM,2014-12-31,131.54818725585938,0.0461639793232579,0.1586443170146647,0.2024548721658992,0.7866824720504055,57.33,0.83,119.69
3306,MMM,2015-01-14,127.96163940429688,0.0147720750281708,0.1679006496569092,0.1891976655220787,0.7942988491056806,48.69,0.85,117.33
3307,MMM,2015-01-28,131.24391174316406,-0.012578454496675,0.1282561661848204,0.2308751188944827,0.7942483484499337,48.47,0.89,117.55
3308,MMM,2015-02-11,132.4952392578125,0.0344367779200879,0.0639953866966135,0.2767802868764796,0.800433759516247,54.66,0.88,120.47
3309,MMM,2015-02-25,136.04769897460938,0.0393190889553924,0.0614596979439066,0.2669607785664613,0.8435296672897221,61.63,0.88,118.86
3310,MMM,2015-03-11,130.28004455566406,0.0019319988273874,0.0335855509588014,0.2342611293434736,0.8371693761349647,57.54,0.95,121.45
3311,MMM,2015-03-25,131.0614013671875,-0.0156576333281467,0.0061645836806023,0.2455834357203983,0.8281444377236913,56.48,0.91,119.5
3312,MMM,2015-04-08,133.9372100830078,-0.0197111242818586,0.0286440832185033,0.2176344064722224,0.8001880634714782,55.55,0.93,120.14
3313,MMM,2015-04-22,132.64830017089844,-0.0097846930254187,0.022725100194169,0.2052240361467658,0.8233014095965494,62.73,0.93,119.92
3314,MMM,2016-08-10,148.972412109375,0.0124049717305562,0.0646868007142573,0.1960807349222313,0.5836102326779826,44.05,0.89,101.28
3315,MMM,2016-08-24,150.3952178955078,-0.002911510499398,0.0807485788428678,0.2405794581459183,0.5954872038119545,49.05,0.89,100.44
3316,MMM,2016-09-21,150.54608154296875,-0.0165610484778841,0.048383763482783,0.244192632420496,0.5986224223009234,46.83,0.89,100.31
3317,ITW,2005-10-05,27.046173095703125,-0.0252406990460851,0.0072190199591989,-0.1247290627862569,0.7462640875822756,60.12,0.83,113.88
3318,ITW,2005-10-19,27.81593513488769,-0.0141945864040385,-0.0126428434322503,-0.0976659810322408,0.7449478573508955,58.6,0.83,115.31
3319,ITW,2005-11-02,28.50467300415039,0.0401905336175715,-0.026229049542675,-0.0731876092399847,0.7606350970107215,58.38,0.83,116.82
3320,ITW,2005-11-30,29.80109405517578,0.0527983558432531,0.0411393529274167,-0.0646312545216212,0.7499094673180202,55.05,0.85,119.81
3321,ITW,2006-03-08,30.44736099243164,0.0535246914439365,0.0157095642163041,-0.0140413303859587,0.8848224485134195,60.03,0.84,117.86
3322,ITW,2006-03-22,33.35147476196289,0.0976472542530052,0.080684252317635,0.0589589029682661,0.8796024774576523,61.5,0.83,116.95
3323,ITW,2006-04-05,33.319339752197266,0.0825684565069174,0.0822799461625095,0.0883634799603169,0.8763121099020401,67.1,0.81,117.31
3324,ITW,2006-04-19,33.7205696105957,0.0148944085449927,0.0821960098249494,0.1086301675006747,0.8770099422575734,73.73,0.81,117.24
3325,ITW,2006-05-17,34.08440017700195,0.0784954000292935,0.1638458962989555,0.2239441067914819,0.8126325233945717,69.04,0.79,110.98
3326,ITW,2006-05-31,33.7647819519043,-0.0311954032039719,0.1416994096157767,0.1798007649042452,0.8135607626100704,70.41,0.78,112.59
3327,ITW,2006-06-14,32.16664505004883,-0.0869659119059491,0.0533178510679612,0.15560873937711,0.821701823871885,66.98,0.79,115.02
3328,ITW,2006-06-28,32.044586181640625,-0.0452282351326506,-0.0199354244610842,0.1623661036682495,0.8250311180642398,71.41,0.8,116.36
3329,ITW,2006-07-12,30.969337463378903,-0.0494850605350758,-0.0371971645735951,0.1412340885167218,0.8065374193007654,74.39,0.79,115.48
3330,ITW,2008-04-09,35.02362823486328,0.0532867619496587,0.0141518551670846,-0.0205705733282458,0.6066308374781701,108.47,0.63,101.79
3331,ITW,2008-04-23,36.47437286376953,0.0728620585159084,0.0868028410765756,0.0075401318218641,0.6054918817148085,116.46,0.63,103.36
3332,ITW,2008-05-07,37.46515274047852,0.0583394263965489,0.0679853826129985,0.0381226114620544,0.5933329520581743,122.32,0.65,104.67
3333,ITW,2008-05-21,37.564231872558594,0.0575897962077342,0.1156411005083768,0.0648299020788191,0.5916519029744555,132.7,0.63,102.99
3334,ITW,2008-06-18,34.69807815551758,-0.0919437517511926,0.0331563349609821,-0.07242249520294,0.597775446193131,136.44,0.64,107.86
3335,ITW,2008-07-02,32.85609436035156,-0.116100628735085,-0.0396153219272408,-0.1332514260597152,0.608043451476654,144.26,0.63,105.88
3336,ITW,2008-07-16,33.133689880371094,-0.068561151733971,-0.0898190813230927,-0.1818017073680252,0.6113905878470018,136.19,0.63,105.06
3337,ITW,2008-07-30,34.016319274902344,-0.0174846846112151,-0.1020862938245637,-0.1587463817046465,0.6130855746508499,127.1,0.64,108.11
3338,ITW,2008-09-24,32.329368591308594,-0.0222517749483924,-0.0456464608430368,-0.1948130003351165,0.5528579993778545,102.45,0.68,106.08
3339,ITW,2014-02-26,68.27307891845703,0.0062982040097551,0.0310546672299715,0.2962280774334401,0.7506068021612192,109.52,0.73,102.38
3340,ITW,2014-03-12,67.98326873779297,0.0458522651097413,0.0414891766957115,0.3031350757478025,0.7530633913177336,108.02,0.72,102.77
3341,ITW,2014-03-26,66.79913330078125,-0.0072818313099892,-0.0212367339315023,0.2838965331294181,0.7586028824902742,107.03,0.73,102.05
3342,ITW,2014-04-09,69.37957000732422,0.0135746009741437,0.0071560249324869,0.3227094988155431,0.7195402631578341,107.98,0.72,101.98
3343,ITW,2014-04-23,71.08595275878906,0.0430866403241161,0.0284942531874638,0.3338780169809267,0.7285910199127775,109.11,0.72,102.54
3344,ITW,2014-11-05,77.15061950683594,0.0654434798583345,0.0926088144933874,0.1585648154827382,0.7877110916172655,82.95,0.8,114.64
3345,ITW,2014-11-19,79.61518859863281,0.1429874278342812,0.0830504413364222,0.1893157548528256,0.7851798187384872,78.1,0.8,117.98
3346,ITW,2014-12-03,81.4236831665039,0.058998224225759,0.0854746390691631,0.2150288034851396,0.7942506722547665,69.92,0.81,119.8
3347,ITW,2014-12-17,78.40392303466797,0.0075533241271738,0.0614766002947331,0.1865902608426695,0.7925282928916224,61.18,0.81,118.66
3348,ITW,2015-02-25,84.33504486083984,0.0610487961619958,0.0448385866686292,0.2258841762036772,0.7095215345780759,61.63,0.88,118.86
3349,ITW,2015-03-11,81.3170394897461,0.0104055640039942,0.0266438463589464,0.1910091679888769,0.7044435405348567,57.54,0.95,121.45
3350,ITW,2015-04-08,82.63677978515625,-0.0100532761343825,0.0510619798252128,0.1841916570107861,0.8155216558811392,55.55,0.93,120.14
3351,ITW,2015-04-22,80.24078369140625,-0.0128490736603918,0.0384670132479645,0.1594711919897672,0.8416456683301063,62.73,0.93,119.92
3352,ITW,2015-05-06,80.59761047363281,-0.0275990902255973,-0.002158551183913,0.1243470018586077,0.8714766705901396,67.77,0.88,119.47
3353,ITW,2015-05-20,82.14400482177734,-0.0167297006808409,-0.0168395458627654,0.1371292185466342,0.8810835205283987,65.03,0.9,121.36
3354,ITW,2015-06-03,80.78453826904297,-0.0010332846961306,-0.0368386046062122,0.1117947644738595,0.8803284618890285,63.8,0.89,124.25
3355,ITW,2015-06-17,78.67742156982422,-0.0258619880327208,-0.0377013888452629,0.080816274046438,0.8877043419907119,63.87,0.88,123.44
3356,ITW,2015-07-01,79.79918670654297,-0.0137892287018038,-0.0343575945063318,0.0768395118235485,0.8550446322430114,62.01,0.9,123.17
3357,ITW,2015-07-15,79.74796295166016,-0.0022375822516691,-0.049102703932124,0.0925875224226495,0.8527149771103475,57.05,0.91,123.78
3358,ITW,2015-07-29,76.305908203125,-0.0402157985625273,-0.0599305353097895,0.0677656083471552,0.8504380627711939,53.38,0.91,123.94
3359,ITW,2015-11-04,79.90531158447266,0.1222866326159507,0.045468621352758,0.0454848404858452,0.8706598246566966,48.58,0.92,121.56
3360,ITW,2015-11-18,78.77890014648438,0.0445530511119967,0.0160524627785063,-0.0115079315470229,0.8792831045090366,44.14,0.94,123.64
3361,ITW,2015-12-02,80.29220581054688,0.0163918961386661,0.1298212917347177,0.0075685310737961,0.8794862701042558,42.49,0.94,123.25
3362,ITW,2015-12-16,80.79953002929688,0.0152102753260465,0.1065609531660932,0.0067324439286542,0.8866820956831499,37.19,0.92,122.22
3363,ITW,2015-12-30,80.60181427001953,0.0049425656397494,0.1399453159915964,-0.0062295917102381,0.8880305552598114,36.46,0.91,120.52
3364,ITW,2016-01-13,71.33853149414062,-0.0894738867872897,-0.0205905274789403,-0.069969720994605,0.8745252305042017,30.31,0.92,117.69
3365,ITW,2016-02-10,78.20598602294922,0.0278572488478286,-0.0148262748872021,-0.0413850844005673,0.5847609409933183,30.84,0.89,113.34
3366,ITW,2018-02-21,145.33770751953125,-0.040214017630437,0.0301228853810761,0.2419771857484318,0.6221998358152,65.42,0.81,107.78
3367,ITW,2018-04-04,143.14401245117188,-0.0373264992265517,-0.0624551673899247,0.1875741405431005,0.6280727300509439,68.02,0.81,106.78
3368,ITW,2018-04-18,144.3849334716797,-0.0829739743535488,-0.0759849022779825,0.1935788129955541,0.6291711985356871,73.48,0.81,107.23
3369,ITW,2018-05-02,129.62940979003906,-0.0890487758065596,-0.1823293157800514,0.061685124311025,0.6305062642099797,73.36,0.84,109.84
3370,ITW,2018-05-16,130.7163848876953,-0.0620764495109851,-0.1027579938429745,0.0727015196345089,0.7405875745839869,79.28,0.85,110.39
3371,ITW,2018-05-30,132.0026397705078,-0.0184004832617357,-0.0969805594736008,0.069531926229566,0.6689669482975102,77.5,0.86,108.91
3372,ITW,2018-06-13,134.68382263183594,0.022926281716598,-0.1071962333889964,0.0448524899274682,0.7073680509955409,76.74,0.85,110.34
3373,ITW,2018-06-27,127.71820831298828,-0.0489457304428394,-0.1358097432752758,-0.0121414056335042,0.718453343585564,77.62,0.87,110.26
3374,ITW,2018-07-18,130.78770446777344,-0.0323761551423783,-0.0864314898579627,-0.000221962533634,0.8926706284882635,72.9,0.86,112.86
3375,ITW,2018-08-01,126.76181030273438,-0.0025462259258251,-0.0268035631087417,0.0188467689208979,0.8930212074612508,72.39,0.86,111.72
3376,ITW,2018-08-15,126.23350524902344,-0.049046722183786,-0.0465890461319421,0.0113140039409026,0.9043236868013608,70.76,0.88,110.75
3377,ITW,2018-08-29,126.33370971679688,-0.0141868310700661,-0.0671658405393852,0.0209062320298423,0.8464711410408929,77.14,0.85,111.67
3378,ITW,2018-09-12,129.0388946533203,0.0161669588806982,-0.0412867642585902,0.0355562517420655,0.8702173047626842,79.74,0.86,111.27
3379,ITW,2018-09-26,130.1865234375,0.0715624289221952,0.034459625856709,0.0099922627148055,0.8804064829682794,81.34,0.85,112.73
3380,ITW,2018-10-10,121.99542999267578,-0.0058984990097697,-0.016992498154286,-0.0560216122343415,0.8937162316833764,83.09,0.87,112.28
